relative_time,MagneticRotationSensor
0,334.73319551170965
14,334.5413763708122
81,334.7007532180912
149,334.70451973382103
214,334.7230194388965
281,334.52427181422314
348,334.5676282879099
414,334.6367346322402
481,334.44072494599425
548,334.8132380875156
614,334.6888872011077
681,334.71366460943244
749,334.59102325220556
814,334.6782557398045
881,334.72980944357585
948,334.397703399383
1014,334.4615994760488
1081,334.65586554157215
1149,334.69900962453937
1214,334.61900673743355
1281,334.5920285213047
1349,334.6551791520354
1414,334.7083415706022
1481,334.6105470535516
1549,334.5306664688731
1614,334.39899115808214
1681,334.64247231957523
1749,334.7109697449468
1814,334.47470391968545
1881,334.6426638888474
1949,334.4132497484589
2013,334.5395853633422
2081,334.68731446303747
2149,334.5727493192951
2214,334.69369647078764
2281,334.7828373802515
2348,334.5583908478504
2414,334.72282391314104
2481,334.6045193907523
2548,334.51947892583644
2614,334.6547517313604
2681,334.3796254860734
2749,334.76371550365286
2814,334.5713801672778
2881,334.5626290706213
2948,334.6019404600553
3014,334.37531518038514
3081,334.48901714840787
3149,334.7723113968972
3214,334.5211344456934
3281,334.83942965509425
3349,334.48762830146705
3414,334.5309402479827
3481,334.61624721998874
3549,334.51702140546456
3614,334.5178568595348
3681,334.4813263495012
3748,334.5728728636644
3814,334.48400949524375
3881,334.65131231116885
3948,334.8163818221436
4014,334.70259949366954
4081,334.7122748638222
4148,334.53717157206466
4214,334.5501178591512
4281,334.33579797813917
4348,334.4339141714582
4414,334.76651623783215
4481,334.50962745942917
4549,334.49433192661564
4614,334.2756535512995
4681,334.32741683655735
4748,334.59573867353527
4814,334.4224326975499
4881,334.3987159726104
4962,334.251621366449
5014,334.45465470533327
5081,334.63919189368477
5148,334.361797665436
5214,334.5937232069446
5281,334.5820763752989
5348,334.73805934420267
5414,334.6341274536854
5480,334.2914691507149
5548,334.6451514370396
