relative_time,MagneticRotationSensor
0,330.6090055761294
63,330.57589285322825
130,330.7629646382876
197,330.47490256842775
263,330.5083539967579
330,330.4411577839895
397,330.695226825057
463,330.51747305227804
529,330.62539068521784
596,330.6526366159193
663,330.53994390904023
730,330.55186489905753
797,330.68808419914313
863,330.7245086730871
930,330.65496971257863
997,330.56979077269517
1063,330.63115104675154
1130,330.7704627188292
1197,330.59982558716905
1263,330.6442771429216
1330,330.7601611273689
1397,330.70874987212454
1463,330.8186538393941
1530,330.601891933611
1597,330.9580304930482
1663,330.6855151389771
1730,330.66102340569114
1797,330.61552207399393
1863,330.59608555335825
1930,330.63574161484956
1997,330.6454325101337
2063,330.838540950188
2130,330.674532475431
2197,330.6552633774995
2263,330.67903396726757
2330,330.82587804641554
2397,330.57267056021686
2463,330.7773160064996
2530,330.78982250544266
2597,330.7104213152151
2663,330.8562641278491
2730,330.68114182283557
2797,330.52252748923405
2862,330.6516574179096
2930,330.59067918023436
2997,330.585287280812
3063,330.68116588461714
3130,330.9003549674686
3197,330.64859493724333
3263,330.57646732487
3330,330.9047686784187
3397,330.5025498598498
3463,330.6874443028153
3530,330.74501504563045
3597,330.77810222877486
3663,330.4890903000448
3730,330.5159322603625
3797,330.7252999235125
3863,330.5908599769925
3930,330.6826684314806
3997,330.88987359772113
4063,330.43386134772726
4130,330.57414411190973
4196,330.5438224387247
4263,330.79840340890917
4330,330.65696444817235
4397,330.4640732908785
4463,330.56957369398646
4530,330.5634084171436
4597,330.91372918575235
4663,330.39683048347376
4730,330.6072688660607
4797,330.4434337016328
4863,330.5494929279442
4930,330.7125424998058
4997,330.4704856734757
5063,330.50526244939846
5130,330.67368010301806
5197,330.61805500639235
5263,330.56714112558484
5330,330.54865010237705
5397,330.7574464574556
5463,330.56451578925436
5530,330.6441747244064
5597,330.7083438206389
