relative_time,MagneticRotationSensor
0,334.55460092848995
28,334.3653543927548
95,334.7015325361388
161,334.3759108907341
228,334.45205693500753
296,334.5266802658746
361,334.4811247349034
428,334.7352998912489
496,334.5060078568081
561,334.43240603707306
628,334.63051998459974
695,334.43327630826207
761,334.4637091096113
828,334.5788251331988
896,334.5189973463625
961,334.6984210326905
1028,334.5200387993726
1095,334.65862183343324
1161,334.6077533685026
1228,334.7513968849179
1296,334.4480337684011
1361,334.6178189610115
1428,334.4577641964168
1495,334.5281581751716
1561,334.5625094024965
1628,334.58080262379355
1696,334.5292974544424
1761,334.44886241186356
1828,334.48813830098464
1895,334.603406096746
1961,334.4678358113558
2028,334.4159827089889
2096,334.6055290123118
2161,334.4807961484203
2228,334.67650106407467
2295,334.4626567484623
2361,334.61495647278053
2428,334.5566005935212
2495,334.903377522992
2561,334.7012755802573
2628,334.5420041738588
2695,334.48467682538103
2761,334.5741378230237
2828,334.7521480472856
2895,334.6171558822442
2961,334.73849354185563
3028,334.814428520006
3095,334.4892118072762
3161,334.42591216460755
3227,334.5566666981152
3295,334.3384710421434
3360,334.2978063787788
3427,334.31321036082346
3495,334.49284684009376
3560,334.4814207665783
3627,334.51233841034696
3695,334.4435977007673
3760,334.32732009126704
3827,334.7617992097386
3895,334.5674500526503
3960,334.5613079628854
4027,334.5757277092779
4095,334.44234176647467
4160,334.4510347115975
4227,334.76558364637697
4295,334.4262929742384
4360,334.51202068868787
4427,334.5119521616358
4495,334.49609875633143
4561,334.34426083368015
4627,334.33254910285507
4695,334.2253676447732
4761,334.65277084854614
4827,334.59527715803887
4895,334.5806426336545
4966,334.55103585766744
5027,334.4780041517681
5095,334.48774359003954
5161,334.3353945321266
5227,334.50090496333354
5295,334.49088659183633
5361,334.5235054755544
5427,334.5259936562539
