relative_time,MagneticRotationSensor
0,337.59206433042897
62,337.67174329993344
129,337.6419100868144
197,337.7047377548512
262,337.4915471851378
329,337.5973107777179
397,337.6128927201694
461,337.6063676271851
529,337.63392078369554
597,337.73354251802283
662,337.56611777981925
729,337.55124139340614
798,337.55026637938596
862,337.58408177335787
929,337.668932145845
997,337.7059941615878
1062,337.8875941277686
1128,337.75383761801436
1197,337.42930553344195
1261,337.458431036049
1328,337.7078356732413
1398,337.7104020557932
1462,337.93793230213714
1529,338.01119554166985
1598,337.6146678222705
1662,337.7290577627521
1729,337.47295308964965
1798,337.69892432013165
1862,337.66041815794426
1929,337.65869917393013
1997,337.4887953559411
2063,337.51503079614196
2129,337.6002238851254
2201,337.62370213501544
2262,337.6364004825938
2329,337.49776881533256
2398,337.7649468585356
2462,337.37846023309714
2528,337.7260656872628
2598,337.7437356079934
2662,337.7590379965757
2729,337.6659236302582
2798,337.5893156634202
2862,337.54362865583323
2929,337.7093407325774
2997,337.81944734234463
3062,337.8032904441615
3129,337.74243745883155
3197,337.6367568554028
3262,337.4305705175673
3328,337.58991144328894
3398,337.4457330905093
3461,337.7063820652344
3529,337.59570445587065
3598,337.7606248301633
3662,337.5433263366904
3729,337.6202712485508
3797,337.6379886899624
3862,337.7388081663121
3929,337.67192828396975
3997,337.6177251112166
4062,337.5922789471386
4129,337.55899302504906
4198,337.5577007810655
4262,337.64050944390596
4329,337.8016139504555
4398,337.6732598917284
4461,337.5928825106522
4529,337.734378123678
4597,337.4263938886352
4662,337.6912592245413
4729,337.72306294346595
4798,337.6747737947235
4861,337.63300729412657
4929,337.6819885778709
4997,337.8762664988032
5062,337.42721405230884
5129,337.62724222492324
5198,337.7329202477626
5262,337.66082967943026
5329,337.7953151137498
5398,337.37956397294795
5462,337.66248847302546
5529,337.6497265422366
5597,337.7447083069703
