relative_time,MagneticRotationSensor
0,330.8321627427245
47,330.84481248136126
114,330.63549761202984
181,330.5753267238403
247,330.5668093002844
314,330.7735986162478
381,330.9059844441489
447,330.81177017799416
514,330.53211055799466
581,330.82531085146115
647,330.8018436892646
714,330.9173119223175
780,330.75971360857193
847,330.85573424675385
914,330.7123565753848
981,330.63397079552067
1047,330.6339414627893
1114,330.6336582379949
1181,330.74234466721225
1247,330.6953418953626
1314,330.8327638659671
1381,330.7587835618826
1447,330.6088898663994
1513,330.7152855192255
1581,330.69693616781626
1647,331.0075121405286
1714,330.71326260780233
1781,330.7396306117285
1847,330.7353700649496
1914,330.7191003207879
1981,330.6979932080775
2047,330.51089602522234
2114,330.7921720429931
2181,330.5708270414664
2247,330.61368831127004
2314,330.66622128470084
2381,330.8043904786365
2447,330.610111928687
2514,330.53700485050365
2581,330.80535041049205
2647,330.7634576292696
2714,330.6330603501153
2781,330.75834319407466
2847,330.7263322853077
2914,330.7070521637654
2981,330.79468268071776
3047,330.8551167554887
3114,330.68836137234115
3181,330.54460561928636
3247,330.86613896599835
3314,330.6670099866424
3381,330.74194334396276
3447,330.78884310618054
3514,330.692876583672
3580,330.6313897023498
3647,330.69460928482977
3714,330.88792375805104
3781,330.57353968298025
3847,330.7303639721666
3914,330.676886725203
3981,330.68738252093556
4047,330.37639848349073
4114,330.70417401879564
4181,330.48204394111264
4247,330.69175314264146
4314,330.8723778918039
4381,330.55296750422644
4447,330.59508669577093
4513,330.57667674478563
4581,330.7898126483465
4647,330.89008885406264
4713,330.72664505043355
4781,330.68223368178326
4847,330.8810956484368
4914,330.55577075030203
4981,330.54520038681613
5047,330.69911441124424
5114,330.74882206101046
5181,330.9460403008227
5247,330.6199622613499
5314,330.6294584976917
5381,330.69669774883835
5447,330.6713617089096
5514,330.7231766199317
5581,330.4337975241414
5647,330.68291375645435
