relative_time,MagneticRotationSensor
0,330.45640668656495
62,330.73806762006865
128,330.47913026403126
195,330.8147945789309
262,330.6708100412639
328,330.6206914828538
395,330.7118048114727
462,330.4920190927295
528,330.64718072640596
595,330.73611456295976
662,330.612741732271
728,330.6435280092254
795,330.58056465495673
862,330.70231593944385
928,330.53170190770885
995,330.5783669645612
1062,330.55568271662486
1128,330.78927761701357
1195,330.6619738270848
1262,330.6034497626923
1328,330.9386460254776
1395,330.4213209258036
1462,330.55868477825373
1528,330.4628803883906
1595,330.591966018867
1662,330.7520725579379
1728,330.6828067844124
1795,330.65584493140415
1862,330.5458185680595
1928,330.5386306650333
1995,330.6918801224668
2062,330.38285517991415
2128,330.499545837332
2195,330.5434756544195
2262,330.6563901332212
2328,330.5071365799777
2394,330.7221450552907
2462,330.65167245274506
2528,330.5150528015162
2595,330.5523424040693
2662,330.6868989308869
2728,330.6009534414601
2795,330.7914422584194
2862,330.3405274496685
2928,330.57859528540286
2994,330.37619962439794
3062,330.6508641748701
3128,330.9261936627273
3195,330.7961806551131
3262,330.6214094458482
3328,330.87131503834706
3395,330.5849147099979
3462,330.4607202933193
3528,330.6140260475933
3595,330.7369196258669
3662,330.5620338375159
3728,330.4736776233568
3794,330.4448570246599
3862,330.85875615675064
3928,330.6677139770745
3995,330.89257839444224
4062,330.74485283252415
4128,330.8322405619581
4195,330.60340234498216
4262,330.6133918364779
4328,330.45694564736357
4395,330.9396513112175
4462,330.392591722755
4528,330.6532172303066
4595,330.49654424219597
4662,330.61828226964775
4728,330.44812517664974
4795,330.5344579681171
4862,330.6996273627844
4928,330.4542033529608
4995,330.6556326592691
5062,330.3030958389441
5128,330.4675137266107
5195,330.5568139708747
5262,330.6244468454285
5328,330.6618942916009
5395,330.5474488678495
5462,330.60633898966046
