relative_time,MagneticRotationSensor
0,337.93074722637385
22,337.6824510861577
89,337.60046898652007
155,337.55310822954
222,337.44508355844516
289,337.6115623128415
355,337.6126420182075
422,337.4266204165798
489,337.4171313486169
555,337.4063351763974
622,337.5230099491945
689,337.2998564338163
755,337.5570408107823
822,337.67996976707076
890,337.43138016939076
954,337.58376178946725
1022,337.64403152164766
1090,337.67835621867323
1155,337.66721690444604
1222,337.5022734046417
1289,337.66893167427446
1355,337.3859002450995
1422,337.3708431365051
1490,337.5963966993928
1555,337.5668694289448
1622,337.3990542928714
1690,337.4713565853513
1754,337.5236553640016
1822,337.49074169587647
1889,337.5129102993642
1954,337.5832309016632
2022,337.45480175420505
2089,337.7858910866061
2155,337.64266427374844
2222,337.433345658863
2289,337.54994981723746
2355,337.7412125290569
2422,337.71084066692924
2489,337.5220138224707
2555,337.5088562794233
2622,337.50248883200936
2690,337.5564821589673
2755,337.49912303909207
2822,337.46182644868395
2890,337.873597868832
2956,337.5144520475739
3022,337.5422204271197
3090,337.4351482356966
3154,337.4539037177911
3222,337.57097099038214
3290,337.427411511789
3355,337.54109111803365
3422,337.53472567924393
3490,337.42653289522735
3555,337.398507903776
3622,337.5570806644984
3690,337.49873708089837
3755,337.6091599253555
3822,337.5271711367136
3890,337.5290533145545
3956,337.5731375596714
4022,337.70555298316214
4090,337.544517858151
4155,337.5532239209098
4222,337.5139447185754
4290,337.4379662698593
4355,337.52813402602686
4422,337.47618418593015
4490,337.5533003522352
4554,337.41774204964764
4622,337.2516731165227
4690,337.5244992242033
4754,337.36051283416754
4822,337.2220171522252
4890,337.6362727165479
4955,337.4226042457458
5022,337.5637691358415
5090,337.46767747057794
5155,337.69004946942295
5222,337.37059038977685
5290,337.2644617916219
5355,337.458692705295
5422,337.5166747094269
5490,337.71240536875496
5557,337.561451259217
