relative_time,MagneticRotationSensor
0,334.4910174562214
42,334.4091938771927
108,334.33674722161055
175,334.26915325047963
240,334.4821398490037
307,334.2644481496326
374,334.71232970759206
440,334.60970122074093
506,334.2795786051194
574,334.5051400196586
640,334.4106939682217
706,334.4417455059163
774,334.4784893465671
840,334.56273890501024
907,334.55801274295936
974,334.35584836921424
1040,334.39474240980513
1107,334.3561844266672
1174,334.35596529987276
1240,334.3864724012602
1307,334.511058701918
1374,334.53275664108764
1440,334.3230081608075
1507,334.4734764652651
1574,334.4957602537966
1640,334.1579425615478
1707,334.4820137284816
1775,334.3730500107828
1840,334.36032802564694
1907,334.68114966485336
1974,334.603119835042
2040,334.3784796954696
2107,334.7713354990401
2174,334.750894985275
2240,334.7657802712519
2307,334.6658414115427
2375,334.54914404737536
2440,334.6511449029342
2507,334.5484469921351
2574,334.54755316827357
2640,334.74947701685477
2707,334.51240525173205
2775,334.36298185876575
2840,334.77325915162913
2907,334.64451819886847
2975,334.45514929924263
3040,334.56466012012675
3107,334.52159358101744
3175,334.7577172180502
3240,334.5846560230497
3307,334.6453171721523
3375,334.3616125187601
3440,334.40326229077266
3507,334.490982819973
3574,334.7614926680183
3640,334.59939423489556
3707,334.58068716816246
3774,334.52475018947695
3840,334.47061210625446
3907,334.62677557868034
3974,334.5698656159675
4040,334.4375165324108
4107,334.55057027902467
4175,334.4858002091828
4240,334.5684722608541
4307,334.51080536746775
4375,334.49649911248287
4440,334.4738755763685
4507,334.62115785775933
4575,334.71059635553627
4640,334.7390800047745
4707,334.83464600033415
4775,334.92868968666374
4840,334.67308564531044
4907,334.5436946804069
4978,334.47564162539123
5040,334.6062246660659
5107,334.32671756122
5174,334.4727925636348
5240,334.48618019548263
5307,334.50398673428737
5374,334.576474186581
5440,334.6616790990275
5507,334.5443443616926
5575,334.5338982549086
