relative_time,MagneticRotationSensor
0,337.5172794290261
24,337.38908942834854
91,337.3855253971943
159,337.5663960724673
225,337.422811165187
291,337.3949429428323
358,337.2780990991953
423,337.29600097844883
490,337.6850718575094
558,337.3773035868134
623,337.42572750635765
690,337.4486112651096
758,337.6185484347507
823,337.7119741305964
890,337.5357744999875
958,337.5885011476616
1024,337.38511192491376
1090,337.5371661205875
1158,337.4172126692415
1224,337.44270469500395
1290,337.6541391946499
1359,337.6115937930991
1423,337.53947621474293
1490,337.39422177456396
1558,337.67291367586273
1624,337.73036360595114
1690,337.3702385554084
1758,337.48656381243654
1824,337.55527527411857
1890,337.60744373482027
1958,337.2222548838531
2024,337.564446377455
2090,337.58760982337907
2159,337.388877959856
2224,337.5798659634684
2290,337.6581892374826
2359,337.4269204060235
2424,337.7190590505167
2490,337.6644143351295
2559,337.75966161527623
2624,337.3966327703059
2690,337.53613920643903
2759,337.7284358228457
2824,337.4309186817997
2890,337.4778086460315
2959,337.4783032234488
3024,337.44332020137523
3090,337.64762729559914
3159,337.59549950578423
3224,337.6613681168918
3290,337.4820219138005
3359,337.53330283880155
3424,337.8699682920283
3490,337.7680310300008
3559,337.5445027939382
3624,337.66464635611464
3690,337.52390172765143
3759,337.59113563221615
3824,337.5098774031197
3891,337.55946905143827
3959,337.6788012151518
4024,337.64728315477436
4091,337.62399608920896
4159,337.7724708227282
4223,337.6303569617489
4291,337.61487525029446
4359,337.70191627064435
4424,337.63881019089246
4491,337.611883280384
4559,337.56650549086027
4624,337.41719898531755
4691,337.5569397677188
4759,337.8137112193285
4824,337.7053154375982
4891,337.6324280871689
4976,337.4095301219934
5023,337.74537976648594
5091,337.4121658106672
5159,337.6551623767958
5224,337.56824951412113
5291,337.5606174582087
5359,337.58999840760015
5424,337.59586629819665
5491,337.610414270907
5558,337.55964702488114
5624,337.6819298767473
