relative_time,MagneticRotationSensor
0,337.7223088003973
66,337.8819088231969
133,337.9134994163675
199,337.8651620159152
266,337.51025103750834
333,337.65908134718615
399,337.732869960204
466,337.53620058102547
534,337.73109786438346
599,337.6212830004559
666,337.8372345147357
734,337.7491990321388
799,337.4919851428178
866,337.5917148510999
934,337.6548216086586
999,337.8041956410108
1066,337.76074525204007
1134,337.5513445858749
1199,337.732013903586
1266,337.6601229725437
1333,337.6747359236391
1399,337.57784647165386
1466,337.802640509154
1534,337.70430586610945
1599,337.69572883301265
1666,337.2493620269757
1734,337.4223335035399
1799,337.5386687313275
1866,337.5996469557711
1934,337.4268277827586
1999,337.41829832145487
2066,337.6597631032029
2134,337.64704163441803
2199,337.3843328787653
2266,337.6018685691277
2333,337.53322954386437
2399,337.4602957699525
2466,337.49039829734176
2534,337.19264865692423
2599,337.5985427403342
2666,337.3676245818234
2734,337.48502819760193
2799,337.46409456426096
2866,337.6133181823849
2934,337.46126299884935
2999,337.63713496282475
3065,337.66771600018234
3133,337.47458098018075
3199,337.5528670820463
3266,337.4892827578838
3333,337.5384427113054
3399,337.4453618143404
3466,337.5434372866364
3533,337.5581367484026
3599,337.4526086969087
3666,337.466836465652
3734,337.710954432967
3799,337.639269826244
3866,337.63645195569285
3933,337.63545042929076
3999,337.58871248994046
4065,337.25667977631934
4133,337.3865870687912
4199,337.4442945047822
4266,337.75240164994057
4333,337.35902068528276
4399,337.66987261956064
4465,337.5371954878886
4533,337.5753632181637
4598,337.7254710970776
4666,337.502796614743
4734,337.70000782724634
4799,337.559841634656
4866,337.58378150872375
4934,337.4351338196463
4999,337.70346719821407
5065,337.78783214574077
5133,337.687183554977
5198,337.59037336111516
5265,337.65569222418344
